,coef_,complexity_,l1_norm_,model,model_structure_,mse_,ridge_alpha,str_
137,"[ 0.00000000e+00 -5.42154246e-14  0.00000000e+00  0.00000000e+00
 -4.84097475e-09 -1.47277195e-10 -2.48820412e-09 -1.90529643e-07
  0.00000000e+00  1.73969851e-10  1.39077616e-12 -1.02113042e-04
 -1.16559744e-11  0.00000000e+00  0.00000000e+00 -2.41548407e-06
  1.37206928e-06  3.71221091e-10  2.29494056e-08 -2.94518159e-11
 -2.96852882e-09  8.95739348e-09 -1.83704708e-09  5.44602746e-13
  0.00000000e+00  1.27894397e-18  2.91724267e-13 -2.89473392e-11
 -5.59230053e-09  1.97850280e-16  1.34707837e-11 -3.49326826e-15
  5.92090934e-13  1.54128368e-20  0.00000000e+00  1.25841218e-15
  6.11221011e-11 -1.04836696e-11 -4.12989349e-15  3.05949659e-11
  0.00000000e+00  2.71694442e-08 -1.42960214e-13  1.86856062e-15
 -1.18808935e-07  2.53573773e-15 -2.26250361e-16  7.90959971e-13
  1.60258671e-09  0.00000000e+00 -1.17294211e-20]",41.0,0.00010628922218629955,LinearRegression(fit_intercept=False),"[False  True False False  True  True  True  True False  True  True  True
  True False False  True  True  True  True  True  True  True  True  True
 False  True  True  True  True  True  True  True  True  True False  True
  True  True  True  True False  True  True  True  True  True  True  True
  True False  True]",0.17099721620248257,0.0, + -0.0001*vb4/i4
138,"[ 0.00000000e+00 -3.22269147e-14  0.00000000e+00  4.00337333e-14
  2.28553040e-10 -2.56577508e-09 -1.14067359e-07  5.50721157e-05
  0.00000000e+00  4.78359041e-09  4.65170566e-11  2.00019336e-04
 -1.13957849e-11  0.00000000e+00  0.00000000e+00  1.82919489e-06
  4.36100899e-05 -1.28056335e-10 -9.89956888e-09 -2.93829109e-11
  1.42580767e-09  2.70563384e-08  0.00000000e+00  5.38959991e-13
 -5.95865414e-07  1.71331691e-19  3.17104232e-11 -2.82654945e-08
 -5.75956748e-09  1.46888252e-14  2.96031616e-10  9.37517426e-17
  2.09283352e-10  4.38119254e-20 -4.73626184e-05  5.16168156e-14
 -4.96592647e-09 -9.95653973e-08 -8.26728716e-13  1.72289087e-11
  0.00000000e+00  1.07994917e-05 -1.56992033e-10  4.72592242e-14
 -2.05824915e-08 -4.04055417e-16 -1.91650369e-14 -6.71496338e-10
  3.83514682e-08  0.00000000e+00 -1.18403538e-20]",43.0,0.00035964782917560946,LinearRegression(fit_intercept=False),"[False  True False  True  True  True  True  True False  True  True  True
  True False False  True  True  True  True  True  True  True False  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True False  True  True  True  True  True  True  True
  True False  True]",0.07765986676604225,0.0, + 6e-05*vb1 + 0.0002*vb4/i4 + 4e-05*i11**2*vb1/i4 + -5e-05*i12**0.5*i15**(-0.5)*vb1 + 1e-05*i15**(-0.5)*vb1
139,"[ 1.52787535e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -6.14836432e-10  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.42794339e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.05712748e-09  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.59927568e-08  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.86921757e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.55228504e-20  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  3.30581209e-17  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  7.26513086e-15
  1.25557419e-07  4.30105225e-15  0.00000000e+00 -4.86563710e-14
  0.00000000e+00  0.00000000e+00 -1.54483471e-20]",13.0,0.0001429375628947765,LinearRegression(fit_intercept=False),"[ True False False False False  True False False False False False  True
 False False False False False  True False False False  True False False
 False  True False False False False False False False  True False False
 False False  True False False False False  True  True  True False  True
 False False  True]",0.35910039244969255,0.0, + -0.00014*vb4/i4
140,"[ 1.82223778e-13  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -1.17804940e-07  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.41730903e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.86163151e-10  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.45789748e-09  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.89019709e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -4.27985486e-23  1.00043210e-20  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  4.74109176e-20  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02698356e-15
  1.24391851e-07  0.00000000e+00  0.00000000e+00  4.11854380e-17
  0.00000000e+00  0.00000000e+00  5.70661334e-21]",13.0,6.441923131082879e-05,LinearRegression(fit_intercept=False),"[ True False False False False  True False False False False False  True
 False False False False False  True False False False  True False False
 False  True False False False False False False  True  True False False
 False False  True False False False False  True  True False False  True
 False False  True]",0.40453068340637965,0.0, + -6e-05*vb4/i4
141,"[ 1.54025897e-12  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -6.24649611e-10  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.43220978e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.03605120e-09  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.52013144e-08  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.87680709e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.83780030e-27  4.67963176e-20  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  1.57453468e-19  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.91975375e-15
  1.25435956e-07  4.34630292e-15  0.00000000e+00  2.33729882e-16
  0.00000000e+00  0.00000000e+00 -1.28039239e-20]",14.0,0.00014336327725784584,LinearRegression(fit_intercept=False),"[ True False False False False  True False False False False False  True
 False False False False False  True False False False  True False False
 False  True False False False False False False  True  True False False
 False False  True False False False False  True  True  True False  True
 False False  True]",0.3579522961301738,0.0, + -0.00014*vb4/i4
142,"[ 1.81816888e-13  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.05416796e-09  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.41783057e-05
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  4.86229971e-10  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.45803455e-09  0.00000000e+00  0.00000000e+00
  0.00000000e+00  3.91779043e-19  0.00000000e+00  0.00000000e+00
  0.00000000e+00  2.43386000e-18  0.00000000e+00  0.00000000e+00
  1.63547378e-23  1.00028080e-20  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -5.97802642e-20  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02770200e-15
  1.24282736e-07  0.00000000e+00  0.00000000e+00 -5.78724751e-17
  0.00000000e+00  0.00000000e+00  6.89720099e-21]",14.0,6.43105870150263e-05,LinearRegression(fit_intercept=False),"[ True False False False False  True False False False False False  True
 False False False False False  True False False False  True False False
 False  True False False False  True False False  True  True False False
 False False  True False False False False  True  True False False  True
 False False  True]",0.4045543520684729,0.0, + -6e-05*vb4/i4
143,"[ 9.63111024e-13  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00 -9.16129306e-11  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.39295690e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.01051258e-09  1.91704979e-08  0.00000000e+00
  0.00000000e+00  1.44722038e-08  0.00000000e+00  0.00000000e+00
  0.00000000e+00  1.83090905e-18  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  5.54168733e-20  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00 -7.01329528e-20  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.24693463e-15
 -6.95335122e-09  4.11470294e-15  0.00000000e+00 -1.30071575e-16
  0.00000000e+00  0.00000000e+00  3.70530704e-21]",14.0,0.00013933738924995536,LinearRegression(fit_intercept=False),"[ True False False False False  True False False False False False  True
 False False False False False  True  True False False  True False False
 False  True False False False False False False False  True False False
 False False  True False False False False  True  True  True False  True
 False False  True]",0.32945108165291914,0.0, + -0.00014*vb4/i4
144,"[-2.12523766e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.04797368e-02 -3.87623463e-02  1.19800026e-02  0.00000000e+00
  0.00000000e+00  3.77847353e-01  1.59153308e-03  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.21738835e-07
  0.00000000e+00  6.95728469e-11  2.30150847e-08  0.00000000e+00
  0.00000000e+00  1.82151913e+00 -1.61563895e-08  3.73039947e-13
  8.75550104e-08  5.14969005e-12  1.45086875e-03  2.38470035e-17
 -8.01056505e-09  1.75673142e-06  3.33704396e-03  7.83878171e-16
  0.00000000e+00  1.74375188e-12  0.00000000e+00  2.97318672e-06
 -1.14227580e-01  0.00000000e+00 -1.95733014e-21  6.80338023e-04
  0.00000000e+00  0.00000000e+00  0.00000000e+00  3.14191050e-06
 -9.70288277e-08  1.92554306e-16 -1.19274281e-22  1.78579456e-19
  0.00000000e+00  0.00000000e+00  0.00000000e+00]",30.0,2.384009795311899,LinearRegression(fit_intercept=False),"[ True False False False  True  True  True False False  True  True False
 False False False  True False  True  True False False  True  True  True
  True  True  True  True  True  True  True  True False  True False  True
  True False  True  True False False False  True  True  True  True  True
 False False False]",0.002273065816749639,0.0, + -0.00213*vb2/i8 + 0.01048*i10**1.5*vb2 + -0.03876*i12**2*vb4/i4 + 0.01198*i11*vb2/i2 + 0.37785*vb4 + 0.00159*i12**2*i8**0.5*vb4 + 1.82152*i12**(-0.5)*vb4 + 0.00145*i15**0.5*vb2 + 0.00334*i10**2*i8*vb2 + -0.11423*i10**2*i8**2*vb4 + 0.00068*i15*i2**(-0.5)*vb2
145,"[-2.12937334e-13  0.00000000e+00  0.00000000e+00  0.00000000e+00
 -1.20847587e-15 -4.60880889e-15 -4.09401715e-12  0.00000000e+00
  0.00000000e+00  5.61420833e-15  3.30387710e-17  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.60576969e-07
  0.00000000e+00  3.29761426e-10  1.03299620e-08  0.00000000e+00
  0.00000000e+00  2.27046330e-14 -1.93447592e-08  4.24541558e-13
 -2.58439090e-07 -1.03216526e-23  1.22016972e-16 -4.12201591e-17
 -9.65538564e-09 -2.03055228e-21  4.78353024e-16 -2.66786062e-15
  0.00000000e+00  5.79078490e-25  0.00000000e+00  2.07466772e-20
  3.38663327e-14  0.00000000e+00 -2.90189388e-21  4.38366631e-16
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.31093828e-19
 -1.03914221e-07  2.20208831e-15 -1.14589782e-22 -2.96259149e-18
  0.00000000e+00  0.00000000e+00 -2.88515947e-21]",31.0,5.625949537275277e-07,LinearRegression(fit_intercept=False),"[ True False False False  True  True  True False False  True  True False
 False False False  True False  True  True False False  True  True  True
  True  True  True  True  True  True  True  True False  True False  True
  True False  True  True False False False  True  True  True  True  True
 False False  True]",0.12022697535842194,0.0,
146,"[-2.12959058e-13  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.84596277e-15 -4.44134022e-15 -4.96614589e-13  0.00000000e+00
  0.00000000e+00  5.83464718e-15  3.30712109e-17  0.00000000e+00
 -2.46648077e-11  0.00000000e+00  0.00000000e+00 -1.60577591e-07
  0.00000000e+00  3.29761414e-10  1.03300139e-08  0.00000000e+00
  0.00000000e+00  2.38962646e-14  0.00000000e+00  6.69093617e-13
 -2.58439022e-07 -1.03112598e-23  1.22175262e-16 -7.04570857e-18
 -1.07837043e-08 -4.04073388e-22  4.78353063e-16 -2.66786017e-15
 -2.50889950e-21  5.79069377e-25  0.00000000e+00  2.10936790e-20
  3.38664770e-14 -6.25665258e-20 -4.49436366e-22  4.38353277e-16
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.32566801e-19
 -1.03914715e-07  2.20208702e-15 -1.89492040e-23 -1.35219994e-19
  0.00000000e+00  0.00000000e+00 -1.97647887e-21]",33.0,5.444009259317824e-07,LinearRegression(fit_intercept=False),"[ True False False False  True  True  True False False  True  True False
  True False False  True False  True  True False False  True False  True
  True  True  True  True  True  True  True  True  True  True False  True
  True  True  True  True False False False  True  True  True  True  True
 False False  True]",0.1201158756855006,0.0,
147,"[-2.12970166e-13  0.00000000e+00  0.00000000e+00  0.00000000e+00
  4.58247520e-14 -5.24135020e-15 -2.64304480e-12  0.00000000e+00
  0.00000000e+00  4.01364143e-12  5.95409790e-16  0.00000000e+00
 -2.48399567e-11  0.00000000e+00  0.00000000e+00 -1.60573339e-07
  0.00000000e+00  3.29761718e-10  1.03301194e-08  0.00000000e+00
  0.00000000e+00  1.77710026e-11 -2.00459933e-08  4.90686462e-13
 -2.58439249e-07  1.71552317e-22  2.51169290e-15 -4.46297082e-17
 -1.09442974e-08  2.64225392e-17  5.50842730e-16 -2.66787089e-15
  0.00000000e+00  4.10362624e-25  0.00000000e+00  6.13682639e-18
  3.25444891e-14  0.00000000e+00 -3.13320120e-21  2.11073695e-16
  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.76675127e-17
 -1.03915525e-07  2.20208438e-15 -1.24081792e-22 -3.10547604e-18
  0.00000000e+00  0.00000000e+00 -2.33640918e-21]",32.0,5.64628349011812e-07,LinearRegression(fit_intercept=False),"[ True False False False  True  True  True False False  True  True False
  True False False  True False  True  True False False  True  True  True
  True  True  True  True  True  True  True  True False  True False  True
  True False  True  True False False False  True  True  True  True  True
 False False  True]",0.12007821658292571,0.0,
